spec_no,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,field_num,Associated With ,ID by,ID date,Catalogued by,Notes
300778,V17017,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300779,V17017,,Bivalvia ,,,,,,,,,,,,shell fragment ,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300780,V17017,,Gastropoda,,,,,,,,,,,,shell,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300781,V17017,,Gastropoda,,,,,,,,,,,,shell fragment,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300782,V17017,Mollusca,,,,,,,,,,,,,mollusk hash,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300783,V17017,,Gastropoda,,,,,,,,,,,,shell ,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300784,V17017,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300785,V17017,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300786,V17017,,Gastropoda,,,,,,,,,,,,shell,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300787,V17017,,Gastropoda,,,,,,,,,,,,shell fragment,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300788, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300788,V17017,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300789, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300789,V17017,Mollusca,,,,,,,,,,,,,mollusk hash,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300790, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300790,V17017,,Gastropoda,,,,,,,,,,,,shell,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300791, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300791,V17017,,,,Pectinidae,,,,,,,,,,shell fragment,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300792, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300792,V17017,,Gastropoda,,,,,,,,,,,,shell,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300793, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300793,V17017,,Bivalvia ,,,,,,,,,,,,shell fragment ,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300794, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300794,V17017,,,,Pectinidae,,,,,,,,,,shell,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300795","Robins, Cristina",04-13-2018,Laura Mackenzie,
300795,V17017,Mollusca,,,,,,,,,,,,,mollusk hash,JPW 03-14-2012/4,"Associated with 300768, 300769, 300770, 300771, 300772, 300773, 300774, 300775, 300776, 300777, 300778, 300779, 300780, 300781, 300782, 300783, 300784, 300785, 300786, 300787, 300788, 300789, 300790, 300791, 300792, 300793, 300794","Robins, Cristina",04-13-2018,Laura Mackenzie,
300796,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300797,V17009,Mollusca,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300798,V17009,Mollusca,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300799,V17009,Arthropoda,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300800,V17009,Mollusca,,,,,,,,,,,,,shell fragment,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300801,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300802,V17009,Mollusca,,,,,,,,,,,,,external mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300803,V17009,Mollusca,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300804,V17009,Mollusca,,,,,,,,,,,,,external mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300805,V17009,Arthropoda,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300806,V17009,Mollusca,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300807,V17009,Mollusca,,,,,,,,,,,,,shell fragment,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300808,V17009,,Bivalvia,,,,,,,,,,,,external mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300809,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300810,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300811,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300812,V17009,Arthropoda,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300813,V17009,Mollusca,,,,,,,,,,,,,shell fragment,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300814,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300815, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300815,V17009,Mollusca,,,,,,,,,,,,,shell frag,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300816, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300816,V17009,,Bivalvia,,,,,,,,,,,,cast,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300817, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300817,V17009,,Bivalvia,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300818, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300818,V17009,,,,,,Teredolites,,,,,,,,burrows,JPW 12-19-2013/1,"Associated with plant material. Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300819, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300819,V17009,Mollusca,,,,,,,,,,,,,internal mold,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300820, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300820,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300821, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
300821,V17009,Mollusca,,,,,,,,,,,,,shell fragment,JPW 12-19-2013/1,"Associated with 300796, 300797, 300798, 300799, 300800, 300801, 300802, 300803, 300804, 300805, 300806, 300807, 300808, 300809, 300810, 300811, 300812, 300813, 300814, 300815, 300816, 300817, 300818, 300819, 300820, 300822, 300823, 300824, 300825, 300826, 300827, 300828, 300829, 300830, 300831, 300832, 300833, 300834, 300835, 300836, 300837, 300838, 300839, 300840, 300841, 300842, 300843, 300844, and 300845.","Robins, Cristina",04-18-2018,"Reich, Emma",
